adj,total,person_ratio,product_ratio,other_ratio,person_count,product_count,other_count
smallish,112,0.008928571428571428,0.008928571428571428,0.9821428571428571,1,1,110
strappy,112,0.008928571428571428,0.044642857142857144,0.9464285714285714,1,5,106
pink,2694,0.008908685968819599,0.01670378619153675,0.9743875278396437,24,45,2625
sticky,337,0.008902077151335312,0.011869436201780416,0.9792284866468842,3,4,330
fashioned,113,0.008849557522123894,0.008849557522123894,0.9823008849557522,1,1,111
OK,113,0.008849557522123894,0.035398230088495575,0.9557522123893806,1,4,108
boring,113,0.008849557522123894,0.017699115044247787,0.9734513274336283,1,2,110
modern,340,0.008823529411764706,0.011764705882352941,0.9794117647058823,3,4,333
consistent,115,0.008695652173913044,0.017391304347826087,0.9739130434782609,1,2,112
/>Bottom,115,0.008695652173913044,0.0,0.991304347826087,1,0,114
strong,1634,0.008567931456548347,0.009179926560587515,0.9822521419828641,14,15,1605
Stylish,118,0.00847457627118644,0.03389830508474576,0.9576271186440678,1,4,113
colorful,592,0.008445945945945946,0.02364864864864865,0.9679054054054054,5,14,573
closed,120,0.008333333333333333,0.008333333333333333,0.9833333333333333,1,1,118
adhesive,121,0.008264462809917356,0.0,0.9917355371900827,1,0,120
opaque,121,0.008264462809917356,0.008264462809917356,0.9834710743801653,1,1,119
Quality,244,0.00819672131147541,0.012295081967213115,0.9795081967213115,2,3,239
detailed,248,0.008064516129032258,0.008064516129032258,0.9838709677419355,2,2,244
plush,125,0.008,0.04,0.952,1,5,119
heated,126,0.007936507936507936,0.15079365079365079,0.8412698412698413,1,19,106
exterior,126,0.007936507936507936,0.0,0.9920634920634921,1,0,125
pre,253,0.007905138339920948,0.0,0.9920948616600791,2,0,251
circular,127,0.007874015748031496,0.015748031496062992,0.9763779527559056,1,2,124
anti,254,0.007874015748031496,0.007874015748031496,0.984251968503937,2,2,250
transparent,127,0.007874015748031496,0.007874015748031496,0.984251968503937,1,1,125
severe,128,0.0078125,0.03125,0.9609375,1,4,123
random,385,0.007792207792207792,0.0025974025974025974,0.9896103896103896,3,1,381
complete,644,0.007763975155279503,0.012422360248447204,0.9798136645962733,5,8,631
prior,129,0.007751937984496124,0.007751937984496124,0.9844961240310077,1,1,127
fake,906,0.00772626931567329,0.009933774834437087,0.9823399558498896,7,9,890
funky,261,0.007662835249042145,0.01532567049808429,0.9770114942528736,2,4,255
picky,133,0.007518796992481203,0.015037593984962405,0.9774436090225563,1,2,130
pricey,135,0.007407407407407408,0.0,0.9925925925925926,1,0,134
little,31194,0.00737321279733282,0.014586138359941015,0.9780406488427261,230,455,30509
hooded,139,0.007194244604316547,0.0,0.9928057553956835,1,0,138
red,3484,0.007175660160734788,0.02066590126291619,0.972158438576349,25,72,3387
Cutest,140,0.007142857142857143,0.014285714285714285,0.9785714285714285,1,2,137
less,1139,0.007023705004389816,0.01141352063213345,0.9815627743634767,8,13,1118
unfinished,143,0.006993006993006993,0.07692307692307693,0.916083916083916,1,11,131
fellow,143,0.006993006993006993,0.0,0.993006993006993,1,0,142
full,4603,0.00695198783402129,0.014121225287855746,0.978926786878123,32,65,4506
useless,144,0.006944444444444444,0.0,0.9930555555555556,1,0,143
Chinese,576,0.006944444444444444,0.015625,0.9774305555555556,4,9,563
very,432,0.006944444444444444,0.011574074074074073,0.9814814814814815,3,5,424
themed,145,0.006896551724137931,0.006896551724137931,0.9862068965517241,1,1,143
costume,292,0.00684931506849315,0.010273972602739725,0.9828767123287672,2,3,287
rare,146,0.00684931506849315,0.0,0.9931506849315068,1,0,145
handsome,149,0.006711409395973154,0.020134228187919462,0.9731543624161074,1,3,145
awesome,1804,0.0066518847006651885,0.015521064301552107,0.9778270509977827,12,28,1764
light,10118,0.006621862028068789,0.02203992883969164,0.9713382091322396,67,223,9828
single,1671,0.006582884500299222,0.01376421304608019,0.9796529024536206,11,23,1637
adorable,915,0.006557377049180328,0.025136612021857924,0.9683060109289617,6,23,886
gray,1070,0.0065420560747663555,0.013084112149532711,0.9803738317757009,7,14,1049
female,311,0.006430868167202572,0.01929260450160772,0.9742765273311897,2,6,303
Same,312,0.00641025641025641,0.00641025641025641,0.9871794871794872,2,2,308
chic,156,0.00641025641025641,0.01282051282051282,0.9807692307692307,1,2,153
black,11251,0.0063105501733179276,0.018931650519953783,0.9747577993067283,71,213,10967
detachable,159,0.006289308176100629,0.006289308176100629,0.9874213836477987,1,1,157
standard,1461,0.006160164271047228,0.01779603011635866,0.9760438056125941,9,26,1426
Awesome,328,0.006097560975609756,0.01524390243902439,0.9786585365853658,2,5,321
wise,164,0.006097560975609756,0.006097560975609756,0.9878048780487805,1,1,162
buckle,164,0.006097560975609756,0.006097560975609756,0.9878048780487805,1,1,162
off,165,0.006060606060606061,0.012121212121212121,0.9818181818181818,1,2,162
silky,832,0.006009615384615385,0.016826923076923076,0.9771634615384616,5,14,813
huge,3339,0.005989817310572028,0.012279125486672657,0.9817310572027553,20,41,3278
floppy,167,0.005988023952095809,0.10778443113772455,0.8862275449101796,1,18,148
brown,1520,0.0059210526315789476,0.017105263157894738,0.9769736842105263,9,26,1485
funny,338,0.005917159763313609,0.014792899408284023,0.9792899408284024,2,5,331
mermaid,170,0.0058823529411764705,0.011764705882352941,0.9823529411764705,1,2,167
worth,510,0.0058823529411764705,0.01568627450980392,0.9784313725490196,3,8,499
Fit,686,0.0058309037900874635,0.0058309037900874635,0.9883381924198251,4,4,678
pinky,173,0.005780346820809248,0.011560693641618497,0.9826589595375722,1,2,170
sided,175,0.005714285714285714,0.017142857142857144,0.9771428571428571,1,3,171
Big,532,0.005639097744360902,0.013157894736842105,0.981203007518797,3,7,522
soft,10483,0.005628159877897549,0.017933797577029478,0.9764380425450729,59,188,10236
real,6077,0.005594865887773573,0.020404805002468322,0.9740003291097581,34,124,5919
international,180,0.005555555555555556,0.005555555555555556,0.9888888888888889,1,1,178
young,1448,0.0055248618784530384,0.031767955801104975,0.962707182320442,8,46,1394
pretty,4188,0.0054918815663801334,0.011938872970391595,0.9825692454632283,23,50,4115
upcoming,731,0.005471956224350205,0.004103967168262654,0.9904240766073872,4,3,724
final,183,0.00546448087431694,0.02185792349726776,0.9726775956284153,1,4,178
elderly,188,0.005319148936170213,0.005319148936170213,0.9893617021276596,1,1,186
yellow,1524,0.005249343832020997,0.00984251968503937,0.9849081364829396,8,15,1501
thick,5009,0.005190656817728089,0.01217807945697744,0.9826312637252945,26,61,4922
human,193,0.0051813471502590676,0.010362694300518135,0.9844559585492227,1,2,190
local,972,0.0051440329218107,0.013374485596707819,0.9814814814814815,5,13,954
Last,196,0.00510204081632653,0.0,0.9948979591836735,1,0,195
brighter,196,0.00510204081632653,0.00510204081632653,0.9897959183673469,1,1,194
uneven,197,0.005076142131979695,0.06598984771573604,0.9289340101522843,1,13,183
actual,3373,0.005040023717758672,0.013044767269493033,0.9819152090127483,17,44,3312
slightest,200,0.005,0.13,0.865,1,26,173
raw,202,0.0049504950495049506,0.034653465346534656,0.9603960396039604,1,7,194
heavy,4449,0.004944931445268599,0.012362328613171499,0.9826927399415599,22,55,4372
friendly,203,0.0049261083743842365,0.034482758620689655,0.9605911330049262,1,7,195
non,1015,0.0049261083743842365,0.014778325123152709,0.9802955665024631,5,15,995
cutest,613,0.004893964110929853,0.009787928221859706,0.9853181076672104,3,6,604
sized,2249,0.004891062694530902,0.025344597598932858,0.9697643397065362,11,57,2181
much,5540,0.0048736462093862815,0.011552346570397111,0.9835740072202166,27,64,5449
True,206,0.0048543689320388345,0.009708737864077669,0.9854368932038835,1,2,203
double,1237,0.004850444624090542,0.0137429264349232,0.9814066289409863,6,17,1214
thicker,1655,0.004833836858006042,0.010876132930513595,0.9842900302114803,8,18,1629
bridal,207,0.004830917874396135,0.004830917874396135,0.9903381642512077,1,1,205
accurate,625,0.0048,0.0128,0.9824,3,8,614
Adjustable,209,0.004784688995215311,0.009569377990430622,0.9856459330143541,1,2,206
gorgeous,1262,0.004754358161648178,0.01347068145800317,0.9817749603803486,6,17,1239
Small,633,0.004739336492890996,0.01263823064770932,0.9826224328593997,3,8,622
near,211,0.004739336492890996,0.0,0.995260663507109,1,0,210
subtle,424,0.0047169811320754715,0.014150943396226415,0.9811320754716981,2,6,416
burgundy,214,0.004672897196261682,0.009345794392523364,0.985981308411215,1,2,211
thermal,220,0.004545454545454545,0.00909090909090909,0.9863636363636363,1,2,217
multi,224,0.004464285714285714,0.008928571428571428,0.9866071428571429,1,2,221
polarized,224,0.004464285714285714,0.0,0.9955357142857143,1,0,223
simple,2480,0.004435483870967742,0.013709677419354839,0.9818548387096774,11,34,2435
faux,906,0.004415011037527594,0.00772626931567329,0.9878587196467992,4,7,895
traditional,916,0.004366812227074236,0.017467248908296942,0.9781659388646288,4,16,896
incredible,230,0.004347826086956522,0.008695652173913044,0.9869565217391304,1,2,227
annoying,231,0.004329004329004329,0.021645021645021644,0.974025974025974,1,5,225
nude,464,0.004310344827586207,0.004310344827586207,0.9913793103448276,2,2,460
rounded,233,0.004291845493562232,0.05150214592274678,0.944206008583691,1,12,220
blue,5172,0.004253673627223511,0.02068832173240526,0.9750580046403712,22,107,5043
GREAT,471,0.004246284501061571,0.11464968152866242,0.881104033970276,2,54,415
permanent,236,0.00423728813559322,0.012711864406779662,0.9830508474576272,1,3,232
Warm,241,0.004149377593360996,0.07883817427385892,0.91701244813278,1,19,221
weak,242,0.004132231404958678,0.0,0.9958677685950413,1,0,241
half,730,0.00410958904109589,0.00821917808219178,0.9876712328767123,3,6,721
Bad,487,0.004106776180698152,0.002053388090349076,0.9938398357289527,2,1,484
short,5854,0.004099760847283909,0.009907755380936112,0.98599248377178,24,58,5772
future,488,0.004098360655737705,0.0020491803278688526,0.9938524590163934,2,1,485
trendy,245,0.004081632653061225,0.00816326530612245,0.9877551020408163,1,2,242
slight,1482,0.004048582995951417,0.020242914979757085,0.9757085020242915,6,30,1446
durable,1237,0.004042037186742118,0.010509296685529508,0.9854486661277284,5,13,1219
oversized,990,0.00404040404040404,0.01919191919191919,0.9767676767676767,4,19,967
total,744,0.004032258064516129,0.008064516129032258,0.9879032258064516,3,6,735
Other,747,0.004016064257028112,0.006693440428380187,0.9892904953145917,3,5,739
absolute,501,0.003992015968063872,0.005988023952095809,0.9900199600798403,2,3,496
internal,252,0.003968253968253968,0.003968253968253968,0.9920634920634921,1,1,250
shorter,1267,0.003946329913180742,0.011049723756906077,0.9850039463299132,5,14,1248
firm,255,0.00392156862745098,0.01568627450980392,0.9803921568627451,1,4,250
lower,1790,0.003910614525139665,0.0446927374301676,0.9513966480446927,7,80,1703
colored,1280,0.00390625,0.01328125,0.9828125,5,17,1258
occasional,256,0.00390625,0.01171875,0.984375,1,3,252
affordable,782,0.0038363171355498722,0.0038363171355498722,0.9923273657289002,3,3,776
muscular,261,0.0038314176245210726,0.0038314176245210726,0.9923371647509579,1,1,259
flat,1569,0.0038240917782026767,0.017845761631612493,0.9783301465901848,6,28,1535
rough,791,0.0037926675094816687,0.006321112515802781,0.9898862199747156,3,5,783
bad,3996,0.0037537537537537537,0.00975975975975976,0.9864864864864865,15,39,3942
basic,1332,0.0037537537537537537,0.038288288288288286,0.9579579579579579,5,51,1276
handy,268,0.0037313432835820895,0.011194029850746268,0.9850746268656716,1,3,264
left,1340,0.0037313432835820895,0.05447761194029851,0.9417910447761194,5,73,1262
fine,1345,0.0037174721189591076,0.012639405204460967,0.9836431226765799,5,17,1323
thin,8402,0.0036895977148298023,0.011306831706736492,0.9850035705784337,31,95,8276
enough,4078,0.003678273663560569,0.007111329082883766,0.9892103972535556,15,29,4034
super,2448,0.003676470588235294,0.013480392156862746,0.9828431372549019,9,33,2406
medical,549,0.0036429872495446266,0.00546448087431694,0.9908925318761385,2,3,544
sure,275,0.0036363636363636364,0.01818181818181818,0.9781818181818182,1,5,269
Low,276,0.0036231884057971015,0.0,0.9963768115942029,1,0,275
Real,276,0.0036231884057971015,0.007246376811594203,0.9891304347826086,1,2,273
attractive,1115,0.003587443946188341,0.014349775784753363,0.9820627802690582,4,16,1095
looking,282,0.0035460992907801418,0.0035460992907801418,0.9929078014184397,1,1,280
chunky,282,0.0035460992907801418,0.0070921985815602835,0.9893617021276596,1,2,279
extreme,284,0.0035211267605633804,0.01056338028169014,0.9859154929577465,1,3,280
big,13671,0.003511081852095677,0.01053324555628703,0.9859556725916173,48,144,13479
amazing,1709,0.003510825043885313,0.005851375073142188,0.9906377998829725,6,10,1693
lightweight,1997,0.0035052578868302454,0.03204807210816224,0.9644466700050075,7,64,1926
useful,289,0.0034602076124567475,0.010380622837370242,0.986159169550173,1,3,285
bold,289,0.0034602076124567475,0.0,0.9965397923875432,1,0,288
important,581,0.0034423407917383822,0.0051635111876075735,0.9913941480206541,2,3,576
-,2631,0.0034207525655644243,0.012922843025465602,0.98365640440897,9,34,2588
particular,1183,0.0033812341504649195,0.016060862214708368,0.9805579036348268,4,19,1160
stunning,296,0.0033783783783783786,0.010135135135135136,0.9864864864864865,1,3,292
neat,303,0.0033003300330033004,0.0033003300330033004,0.9933993399339934,1,1,301
inexpensive,1515,0.0033003300330033004,0.009240924092409241,0.9874587458745875,5,14,1496
purple,1225,0.0032653061224489797,0.022857142857142857,0.9738775510204082,4,28,1193
long,13204,0.0032565889124507724,0.011132990003029385,0.9856104210845198,43,147,13014
fashionable,308,0.003246753246753247,0.025974025974025976,0.9707792207792207,1,8,299
scratchy,309,0.003236245954692557,0.006472491909385114,0.9902912621359223,1,2,306
favorite,7117,0.0032316987494730924,0.013629338204299565,0.9831389630462274,23,97,6997
solid,2809,0.003203987184051264,0.016019935920256318,0.9807760768956925,9,45,2755
stretchy,1565,0.003194888178913738,0.003194888178913738,0.9936102236421726,5,5,1555
okay,313,0.003194888178913738,0.006389776357827476,0.9904153354632588,1,2,310
lovely,2507,0.0031910650179497405,0.022337455125648185,0.974471479856402,8,56,2443
white,5985,0.0031746031746031746,0.018880534670008355,0.9779448621553885,19,113,5853
tiny,4103,0.003168413356080916,0.018523031927857665,0.9783085547160614,13,76,4014
regular,5752,0.003129346314325452,0.01808066759388039,0.9787899860917941,18,104,5630
cheap,10567,0.003122929876029147,0.006435128229393395,0.9904419418945775,33,68,10466
additional,1282,0.0031201248049922,0.00546021840873635,0.9914196567862714,4,7,1271
beautiful,10719,0.0030786453960257487,0.02369624032092546,0.9732251142830488,33,254,10432
poly,325,0.003076923076923077,0.015384615384615385,0.9815384615384616,1,5,319
old,12352,0.0030764248704663213,0.008743523316062176,0.9881800518134715,38,108,12206
Horrible,651,0.0030721966205837174,0.0,0.9969278033794163,2,0,649
original,2615,0.0030592734225621415,0.00497131931166348,0.9919694072657744,8,13,2594
fuzzy,327,0.0030581039755351682,0.012232415902140673,0.9847094801223242,1,4,322
clear,1965,0.0030534351145038168,0.008142493638676845,0.9888040712468193,6,16,1943
Bright,331,0.0030211480362537764,0.0030211480362537764,0.9939577039274925,1,1,329
gentle,663,0.0030165912518853697,0.015082956259426848,0.9819004524886877,2,10,651
small,25628,0.003004526299360075,0.015139690963009208,0.9818557827376307,77,388,25163
outdoor,1007,0.0029791459781529296,0.004965243296921549,0.9920556107249255,3,5,999
professional,672,0.002976190476190476,0.00744047619047619,0.9895833333333334,2,5,665
cheaper,1010,0.0029702970297029703,0.0029702970297029703,0.994059405940594,3,3,1004
tough,338,0.0029585798816568047,0.011834319526627219,0.985207100591716,1,4,333
new,10184,0.002945797329143755,0.013550667714061273,0.983503534956795,30,138,10016
interesting,341,0.002932551319648094,0.011730205278592375,0.9853372434017595,1,4,336
tight,2730,0.0029304029304029304,0.011355311355311355,0.9857142857142858,8,31,2691
tighter,346,0.002890173410404624,0.005780346820809248,0.9913294797687862,1,2,343
Comfortable,1384,0.002890173410404624,0.00939306358381503,0.9877167630057804,4,13,1367
semi,347,0.002881844380403458,0.005763688760806916,0.9913544668587896,1,2,344
thinner,1042,0.0028790786948176585,0.0067178502879078695,0.9904030710172744,3,7,1032
decorative,348,0.0028735632183908046,0.020114942528735632,0.9770114942528736,1,7,340
minor,696,0.0028735632183908046,0.09051724137931035,0.9066091954022989,2,63,631
functional,350,0.002857142857142857,0.017142857142857144,0.98,1,6,343
natural,1050,0.002857142857142857,0.007619047619047619,0.9895238095238095,3,8,1039
more,14719,0.002853454718391195,0.008560364155173585,0.9885861811264353,42,126,14551
grey,705,0.0028368794326241137,0.01702127659574468,0.9801418439716312,2,12,691
Comfy,353,0.0028328611898017,0.0113314447592068,0.9858356940509915,1,4,348
wider,710,0.0028169014084507044,0.0323943661971831,0.9647887323943662,2,23,685
own,2485,0.0028169014084507044,0.053923541247484906,0.9432595573440644,7,134,2344
current,719,0.0027816411682892906,0.0027816411682892906,0.9944367176634215,2,2,715
Asian,721,0.0027739251040221915,0.0,0.9972260748959778,2,0,719
expensive,2911,0.0027481964960494676,0.01099278598419787,0.9862590175197526,8,32,2871
square,365,0.0027397260273972603,0.0273972602739726,0.9698630136986301,1,10,354
strange,732,0.00273224043715847,0.004098360655737705,0.9931693989071039,2,3,727
down,367,0.0027247956403269754,0.005449591280653951,0.9918256130790191,1,2,364
Best,1469,0.002722940776038121,0.0224642614023145,0.9748127978216474,4,33,1432
breathable,737,0.0027137042062415195,0.004070556309362279,0.9932157394843962,2,3,732
overall,2218,0.002705139765554554,0.002705139765554554,0.9945897204688909,6,6,2206
flexible,371,0.0026954177897574125,0.016172506738544475,0.9811320754716981,1,6,364
large,13055,0.002680965147453083,0.015472998851014937,0.981846036001532,35,202,12818
extended,373,0.002680965147453083,0.002680965147453083,0.9946380697050938,1,1,371
higher,1493,0.0026791694574681848,0.007367716008037508,0.9899531145344943,4,11,1478
normal,5265,0.0026590693257359924,0.010446343779677113,0.9868945868945869,14,55,5196
awful,377,0.002652519893899204,0.007957559681697613,0.9893899204244032,1,3,373
swim,380,0.002631578947368421,0.0,0.9973684210526316,1,0,379
/>My,383,0.0026109660574412533,0.07049608355091384,0.9268929503916449,1,27,355
horrible,769,0.002600780234070221,0.006501950585175552,0.9908972691807543,2,5,762
sharp,769,0.002600780234070221,0.002600780234070221,0.9947984395318595,2,2,765
softer,387,0.002583979328165375,0.007751937984496124,0.9896640826873385,1,3,383
warm,3515,0.0025604551920341396,0.0438122332859175,0.9536273115220484,9,154,3352
American,787,0.0025412960609911056,0.005082592121982211,0.9923761118170267,2,4,781
proper,790,0.002531645569620253,0.015189873417721518,0.9822784810126582,2,12,776
terrible,790,0.002531645569620253,0.01139240506329114,0.9860759493670886,2,9,779
cool,3162,0.002530044275774826,0.012333965844402278,0.9851359898798229,8,39,3115
classy,795,0.0025157232704402514,0.0037735849056603774,0.9937106918238994,2,3,790
major,816,0.0024509803921568627,0.031862745098039214,0.9656862745098039,2,26,788
daily,1640,0.0024390243902439024,0.006707317073170732,0.9908536585365854,4,11,1625
serious,412,0.0024271844660194173,0.009708737864077669,0.9878640776699029,1,4,407
constant,413,0.002421307506053269,0.004842615012106538,0.9927360774818402,1,2,410
mid,1661,0.002408187838651415,0.007826610475617099,0.9897652016857315,4,13,1644
nice,41506,0.002385197320869272,0.0149135064809907,0.9827012961981401,99,619,40788
initial,420,0.002380952380952381,0.004761904761904762,0.9928571428571429,1,2,417
Cheap,2108,0.0023719165085388993,0.006166982922201139,0.99146110056926,5,13,2090
front,2956,0.002368064952638701,0.02537212449255751,0.9722598105548038,7,75,2874
usual,1691,0.002365464222353637,0.00827912477823773,0.9893554109994086,4,14,1673
Thick,428,0.002336448598130841,0.009345794392523364,0.9883177570093458,1,4,423
Lovely,1287,0.002331002331002331,0.023310023310023312,0.9743589743589743,3,30,1254
Fantastic,431,0.002320185614849188,0.016241299303944315,0.9814385150812065,1,7,423
stylish,863,0.002317497103128621,0.01738122827346466,0.9803012746234068,2,15,846
cute,17869,0.0022944764676254966,0.013487044602384018,0.9842184789299905,41,241,17587
upper,1747,0.0022896393817973667,0.01602747567258157,0.9816828849456211,4,28,1715
