adj,total,person_ratio,product_ratio,other_ratio,person_count,product_count,other_count
silver,882,0.0022675736961451248,0.018140589569160998,0.9795918367346939,2,16,864
extra,7993,0.0022519704741648943,0.008382334542724884,0.9893656949831102,18,67,7908
available,896,0.002232142857142857,0.005580357142857143,0.9921875,2,5,889
formal,916,0.002183406113537118,0.018558951965065504,0.9792576419213974,2,17,897
curvy,922,0.0021691973969631237,0.0010845986984815619,0.9967462039045553,2,1,919
high,11068,0.0021684134441633538,0.0041561257679797615,0.9936754607878568,24,46,10998
heavier,925,0.002162162162162162,0.00972972972972973,0.9881081081081081,2,9,914
slim,1396,0.002148997134670487,0.0057306590257879654,0.9921203438395415,3,8,1385
Amazing,932,0.002145922746781116,0.01072961373390558,0.9871244635193133,2,10,920
appropriate,466,0.002145922746781116,0.006437768240343348,0.9914163090128756,1,3,462
plastic,2804,0.0021398002853067048,0.009985734664764621,0.9878744650499287,6,28,2770
feminine,469,0.0021321961620469083,0.0042643923240938165,0.9936034115138592,1,2,466
rear,472,0.00211864406779661,0.00847457627118644,0.989406779661017,1,4,467
weird,2378,0.0021026072329688814,0.010933557611438183,0.9869638351555929,5,26,2347
medium,2391,0.002091175240485153,0.016729401923881223,0.9811794228356336,5,40,2346
broad,479,0.0020876826722338203,0.012526096033402923,0.9853862212943633,1,6,472
top,5327,0.002064952130655153,0.011451098179087666,0.9864839496902572,11,61,5255
odd,981,0.0020387359836901123,0.011213047910295617,0.9867482161060143,2,11,968
average,2453,0.0020383204239706482,0.018344883815735832,0.9796167957602935,5,45,2403
low,4940,0.0020242914979757085,0.007692307692307693,0.9902834008097166,10,38,4892
smaller,8908,0.002020655590480467,0.0061742254153569825,0.9918051189941626,18,55,8835
middle,993,0.002014098690835851,0.008056394763343404,0.9899295065458208,2,8,983
removable,499,0.002004008016032064,0.026052104208416832,0.9719438877755511,1,13,485
warmer,502,0.00199203187250996,0.00398406374501992,0.9940239043824701,1,2,499
recent,506,0.001976284584980237,0.0,0.9980237154150198,1,0,505
biggest,1024,0.001953125,0.1103515625,0.8876953125,2,113,909
taller,519,0.0019267822736030828,0.0019267822736030828,0.9961464354527938,1,1,517
smart,526,0.0019011406844106464,0.0019011406844106464,0.9961977186311787,1,1,524
quick,2129,0.0018788163457022077,0.0061061531235321745,0.9920150305307656,4,13,2112
comfortable,9616,0.0018718801996672214,0.012687188019966721,0.9854409317803661,18,122,9476
smooth,1072,0.0018656716417910447,0.010261194029850746,0.9878731343283582,2,11,1059
perfect,15628,0.00185564371640645,0.004863066291272076,0.9932812899923215,29,76,15523
clean,540,0.001851851851851852,0.003703703703703704,0.9944444444444445,1,2,537
delicate,1082,0.0018484288354898336,0.011090573012939002,0.9870609981515711,2,12,1068
synthetic,553,0.0018083182640144665,0.003616636528028933,0.9945750452079566,1,2,550
younger,554,0.0018050541516245488,0.0018050541516245488,0.9963898916967509,1,1,552
genuine,558,0.0017921146953405018,0.008960573476702509,0.989247311827957,1,5,552
dressy,559,0.0017889087656529517,0.008944543828264758,0.9892665474060823,1,5,553
fat,574,0.0017421602787456446,0.012195121951219513,0.9860627177700348,1,7,566
close,575,0.0017391304347826088,0.01217391304347826,0.9860869565217392,1,7,567
whole,3466,0.0017311021350259665,0.010675129832660127,0.9875937680323139,6,37,3423
fancy,583,0.0017152658662092624,0.018867924528301886,0.9794168096054888,1,11,571
straight,588,0.0017006802721088435,0.11904761904761904,0.8792517006802721,1,70,517
protective,591,0.001692047377326565,0.00676818950930626,0.9915397631133672,1,4,586
wonderful,1776,0.0016891891891891893,0.006193693693693694,0.9921171171171171,3,11,1762
loose,4218,0.0016595542911332385,0.009009009009009009,0.9893314366998578,7,38,4173
hard,3077,0.0016249593760155996,0.005199870003249919,0.9931751706207345,5,16,3056
unique,1280,0.0015625,0.00546875,0.99296875,2,7,1271
rose,644,0.0015527950310559005,0.003105590062111801,0.9953416149068323,1,2,641
other,31910,0.0015355687872140396,0.00855531181447822,0.9899091193983077,49,273,31588
most,5271,0.0015177385695313982,0.006640106241699867,0.9918421551887687,8,35,5228
bulky,661,0.0015128593040847202,0.025718608169440244,0.972768532526475,1,17,643
tall,2013,0.0014903129657228018,0.008445106805762544,0.9900645802285146,3,17,1993
worst,676,0.0014792899408284023,0.010355029585798817,0.9881656804733728,1,7,668
like,682,0.001466275659824047,0.010263929618768328,0.9882697947214076,1,7,674
larger,9685,0.0014455343314403717,0.004130098089829634,0.99442436757873,14,40,9631
floral,695,0.0014388489208633094,0.010071942446043165,0.9884892086330935,1,7,687
bottom,2106,0.0014245014245014246,0.05270655270655271,0.9458689458689459,3,111,1992
petite,1412,0.00141643059490085,0.009915014164305949,0.9886685552407932,2,14,1396
casual,4263,0.0014074595355383533,0.007037297677691766,0.9915552427867699,6,30,4227
fantastic,724,0.0013812154696132596,0.015193370165745856,0.9834254143646409,1,11,712
teenage,744,0.0013440860215053765,0.0013440860215053765,0.9973118279569892,1,1,742
personal,1497,0.0013360053440213762,0.013360053440213761,0.9853039412157648,2,20,1475
elegant,755,0.0013245033112582781,0.005298013245033113,0.9933774834437086,1,4,750
negative,761,0.001314060446780552,0.0,0.9986859395532195,1,0,760
Thin,770,0.0012987012987012987,0.005194805194805195,0.9935064935064936,1,4,765
great,45992,0.001282831796834232,0.005935814924334667,0.9927813532788311,59,273,45660
fit,6265,0.0012769353551476455,0.0067039106145251395,0.9920191540303273,8,42,6215
bigger,5586,0.0012531328320802004,0.0051915503043322596,0.9935553168635876,7,29,5550
Decent,807,0.0012391573729863693,0.008674101610904586,0.990086741016109,1,7,799
Soft,1616,0.0012376237623762376,0.009900990099009901,0.9888613861386139,2,16,1598
Nice,19445,0.0012342504499871431,0.014913859604011315,0.9838518899460016,24,290,19131
Wonderful,813,0.0012300123001230013,0.012300123001230012,0.986469864698647,1,10,802
best,6508,0.001229256299938537,0.015980331899200985,0.9827904118008605,8,104,6396
poor,3269,0.001223615784643622,0.001223615784643622,0.9975527684307127,4,4,3261
magnetic,826,0.0012106537530266344,0.009685230024213076,0.9891041162227603,1,8,817
comfy,1653,0.0012099213551119178,0.013309134906231096,0.985480943738657,2,22,1629
back,2489,0.0012053033346725592,0.009642426677380474,0.9891522699879469,3,24,2462
first,15006,0.0011995201919232307,0.003398640543782487,0.9954018392642943,18,51,14937
skinny,1681,0.001189767995240928,0.010707911957168352,0.9881023200475907,2,18,1661
dry,841,0.0011890606420927466,0.0035671819262782403,0.995243757431629,1,3,837
only,16005,0.0011871290221805687,0.16738519212746017,0.8314276788503593,19,2679,13307
right,9407,0.0011693419793770597,0.009142128202402466,0.9896885298182204,11,86,9310
separate,859,0.0011641443538998836,0.0034924330616996507,0.9953434225844005,1,3,855
wide,3518,0.0011370096645821489,0.052870949403069925,0.9459920409323479,4,186,3328
largest,895,0.0011173184357541898,0.004469273743016759,0.994413407821229,1,4,890
last,4511,0.0011084016847705607,0.004655287076036355,0.9942363112391931,5,21,4485
free,1827,0.0010946907498631637,0.0049261083743842365,0.9939792008757526,2,9,1816
sexy,926,0.0010799136069114472,0.014038876889848811,0.9848812095032398,1,13,912
flimsy,929,0.001076426264800861,0.007534983853606028,0.9913885898815931,1,7,921
vibrant,939,0.0010649627263045794,0.006389776357827476,0.9925452609158679,1,6,932
wrong,2844,0.0010548523206751054,0.004922644163150493,0.9940225035161744,3,14,2827
certain,955,0.0010471204188481676,0.0,0.9989528795811519,1,0,954
outside,960,0.0010416666666666667,0.008333333333333333,0.990625,1,8,951
easy,2892,0.001037344398340249,0.005532503457814661,0.9934301521438451,3,16,2873
elastic,2952,0.0010162601626016261,0.00508130081300813,0.9939024390243902,3,15,2934
same,12827,0.0010134871754892024,0.004287830357838933,0.9946986824666718,13,55,12759
various,1002,0.000998003992015968,0.001996007984031936,0.9970059880239521,1,2,999
good,48160,0.0009966777408637873,0.004775747508305648,0.9942275747508306,48,230,47882
fitting,2012,0.0009940357852882703,0.02286282306163022,0.9761431411530815,2,46,1964
older,1045,0.0009569377990430622,0.0066985645933014355,0.9923444976076555,1,7,1037
Beautiful,9482,0.0009491668424383041,0.02035435562117697,0.9786964775363848,9,193,9280
third,1077,0.0009285051067780873,0.005571030640668524,0.9935004642525533,1,6,1070
sturdy,2170,0.0009216589861751152,0.015207373271889401,0.9838709677419355,2,33,2135
decent,3325,0.0009022556390977444,0.008421052631578947,0.9906766917293233,3,28,3294
typical,1132,0.0008833922261484099,0.028268551236749116,0.9708480565371025,1,32,1099
everyday,2275,0.0008791208791208791,0.005274725274725275,0.9938461538461538,2,12,2261
excellent,3414,0.0008787346221441124,0.005272407732864675,0.9938488576449912,3,18,3393
Super,4605,0.0008686210640608035,0.008251900108577633,0.9908794788273616,4,38,4563
Great,41623,0.0008649064219301829,0.008673089397688778,0.990462004180381,36,361,41226
green,2432,0.0008223684210526315,0.016858552631578948,0.9823190789473685,2,41,2389
adjustable,2452,0.0008156606851549756,0.00367047308319739,0.9955138662316476,2,9,2441
reasonable,1229,0.0008136696501220504,0.0016273393002441008,0.9975589910496339,1,2,1226
such,1258,0.000794912559618442,0.00397456279809221,0.9952305246422893,1,5,1252
open,1286,0.0007776049766718507,0.01866251944012442,0.9805598755832037,1,24,1261
few,12148,0.0007408626934474811,0.0014817253868949622,0.9977774119196575,9,18,12121
stainless,1374,0.000727802037845706,0.001455604075691412,0.9978165938864629,1,2,1371
fun,1410,0.0007092198581560284,0.01347517730496454,0.9858156028368794,1,19,1390
inside,1455,0.0006872852233676976,0.01443298969072165,0.9848797250859107,1,21,1433
better,5988,0.0006680026720106881,0.005177020708082832,0.9941549766199065,4,31,5953
previous,1515,0.0006600660066006601,0.009900990099009901,0.9894389438943895,1,15,1499
Cute,6189,0.0006463079657456778,0.011148812409112942,0.9882048796251414,4,69,6116
Poor,1587,0.000630119722747322,0.001260239445494644,0.998109640831758,1,2,1584
many,17584,0.0006255686988171065,0.0018767060964513193,0.9974977252047316,11,33,17540
different,18165,0.0006055601431323974,0.0025873933388384255,0.9968070465180292,11,47,18107
special,1680,0.0005952380952380953,0.007738095238095238,0.9916666666666667,1,13,1666
next,5184,0.0005787037037037037,0.0023148148148148147,0.9971064814814815,3,12,5169
several,8773,0.0005699304684828451,0.0020517496865382423,0.9973783198449789,5,18,8750
correct,1772,0.000564334085778781,0.002257336343115124,0.9971783295711061,1,4,1767
main,1796,0.0005567928730512249,0.037305122494432075,0.9621380846325167,1,67,1728
Excellent,3963,0.0005046681806712087,0.0063083522583901085,0.9931869795609387,2,25,3936
entire,2068,0.00048355899419729207,0.019342359767891684,0.980174081237911,1,40,2027
fast,2324,0.0004302925989672978,0.0030120481927710845,0.9965576592082617,1,7,2316
Perfect,2391,0.0004182350480970305,0.00794646591384358,0.9916352990380594,1,19,2371
multiple,2789,0.00035855145213338117,0.0014342058085335247,0.9982072427393331,1,4,2784
similar,2889,0.00034614053305642093,0.008999653859466944,0.9906542056074766,1,26,2862
Good,18549,0.00032346757237586933,0.005013747371825974,0.9946627850557982,6,93,18450
second,7021,0.0002848597065945022,0.004415325452214784,0.9952998148411907,2,31,6988
cold,4918,0.00020333468889792598,0.0036600244001626678,0.9961366409109395,1,18,4899
slip,520,0.0,0.0,1.0,0,0,520
snap,437,0.0,0.009153318077803204,0.9908466819221968,0,4,433
zippered,1024,0.0,0.001953125,0.998046875,0,2,1022
laundry,302,0.0,0.023178807947019868,0.9768211920529801,0,7,295
relaxed,348,0.0,0.008620689655172414,0.9913793103448276,0,3,345
hidden,200,0.0,0.0,1.0,0,0,200
pony,110,0.0,0.0,1.0,0,0,110
crisp,154,0.0,0.0,1.0,0,0,154
1st,680,0.0,0.0014705882352941176,0.9985294117647059,0,1,679
finished,115,0.0,0.017391304347826087,0.9826086956521739,0,2,113
Durable,136,0.0,0.014705882352941176,0.9852941176470589,0,2,134
opposite,255,0.0,0.00784313725490196,0.9921568627450981,0,2,253
antique,143,0.0,0.013986013986013986,0.986013986013986,0,2,141
careful,140,0.0,0.02142857142857143,0.9785714285714285,0,3,137
Loose,101,0.0,0.0,1.0,0,0,101
fuller,143,0.0,0.02097902097902098,0.9790209790209791,0,3,140
Black,212,0.0,0.014150943396226415,0.9858490566037735,0,3,209
chemical,164,0.0,0.0,1.0,0,0,164
First,699,0.0,0.002861230329041488,0.9971387696709585,0,2,697
diaper,220,0.0,0.0,1.0,0,0,220
ordinary,129,0.0,0.046511627906976744,0.9534883720930233,0,6,123
definite,235,0.0,0.00425531914893617,0.9957446808510638,0,1,234
nicest,187,0.0,0.016042780748663103,0.983957219251337,0,3,184
Cool,271,0.0,0.007380073800738007,0.992619926199262,0,2,269
massive,151,0.0,0.006622516556291391,0.9933774834437086,0,1,150
longest,138,0.0,0.0,1.0,0,0,138
essential,232,0.0,0.0,1.0,0,0,232
reflective,321,0.0,0.006230529595015576,0.9937694704049844,0,2,319
luxurious,117,0.0,0.02564102564102564,0.9743589743589743,0,3,114
disappointing,181,0.0,0.022099447513812154,0.9779005524861878,0,4,177
puffy,158,0.0,0.0,1.0,0,0,158
effective,150,0.0,0.02666666666666667,0.9733333333333334,0,4,146
optical,111,0.0,0.009009009009009009,0.990990990990991,0,1,110
continuous,108,0.0,0.009259259259259259,0.9907407407407407,0,1,107
fresh,231,0.0,0.008658008658008658,0.9913419913419913,0,2,229
above,120,0.0,0.0,1.0,0,0,120
well,102,0.0,0.0,1.0,0,0,102
tightest,115,0.0,0.0,1.0,0,0,115
pull,153,0.0,0.013071895424836602,0.9869281045751634,0,2,151
ill,123,0.0,0.0,1.0,0,0,123
vivid,192,0.0,0.0,1.0,0,0,192
Heavy,273,0.0,0.007326007326007326,0.9926739926739927,0,2,271
difficult,323,0.0,0.009287925696594427,0.9907120743034056,0,3,320
potential,183,0.0,0.01092896174863388,0.9890710382513661,0,2,181
noticeable,320,0.0,0.01875,0.98125,0,6,314
mild,303,0.0,0.07920792079207921,0.9207920792079208,0,24,279
early,565,0.0,0.007079646017699115,0.9929203539823008,0,4,561
olive,118,0.0,0.025423728813559324,0.9745762711864406,0,3,115
kid,129,0.0,0.06201550387596899,0.937984496124031,0,8,121
mock,105,0.0,0.01904761904761905,0.9809523809523809,0,2,103
ok,470,0.0,0.010638297872340425,0.9893617021276596,0,5,465
Pretty,1089,0.0,0.012855831037649219,0.9871441689623508,0,14,1075
fragile,105,0.0,0.02857142857142857,0.9714285714285714,0,3,102
sweet,546,0.0,0.01282051282051282,0.9871794871794872,0,7,539
aged,106,0.0,0.0,1.0,0,0,106
conservative,160,0.0,0.0,1.0,0,0,160
military,307,0.0,0.016286644951140065,0.9837133550488599,0,5,302
retail,242,0.0,0.008264462809917356,0.9917355371900827,0,2,240
denim,328,0.0,0.0,1.0,0,0,328
fair,810,0.0,0.006172839506172839,0.9938271604938271,0,5,805
fitted,324,0.0,0.0,1.0,0,0,324
precious,123,0.0,0.008130081300813009,0.991869918699187,0,1,122
versatile,338,0.0,0.029585798816568046,0.9704142011834319,0,10,328
Several,179,0.0,0.00558659217877095,0.994413407821229,0,1,178
incorrect,124,0.0,0.0,1.0,0,0,124
allergic,265,0.0,0.0,1.0,0,0,265
greatest,287,0.0,0.003484320557491289,0.9965156794425087,0,1,286
impressive,115,0.0,0.017391304347826087,0.9826086956521739,0,2,113
Plastic,127,0.0,0.015748031496062992,0.984251968503937,0,2,125
itchy,276,0.0,0.0036231884057971015,0.9963768115942029,0,1,275
Adorable,335,0.0,0.008955223880597015,0.991044776119403,0,3,332
Worst,175,0.0,0.017142857142857144,0.9828571428571429,0,3,172
ultra,163,0.0,0.012269938650306749,0.9877300613496932,0,2,161
due,181,0.0,0.0,1.0,0,0,181
exceptional,138,0.0,0.0,1.0,0,0,138
European,151,0.0,0.006622516556291391,0.9933774834437086,0,1,150
pregnant,215,0.0,0.004651162790697674,0.9953488372093023,0,1,214
snug,123,0.0,0.0,1.0,0,0,123
slimmer,219,0.0,0.0,1.0,0,0,219
dusty,119,0.0,0.01680672268907563,0.9831932773109243,0,2,117
Next,305,0.0,0.0,1.0,0,0,305
reusable,184,0.0,0.0,1.0,0,0,184
timely,590,0.0,0.0,1.0,0,0,590
darn,120,0.0,0.0,1.0,0,0,120
digital,313,0.0,0.012779552715654952,0.987220447284345,0,4,309
/>Only,137,0.0,0.12408759124087591,0.8759124087591241,0,17,120
indoor,318,0.0,0.0031446540880503146,0.9968553459119497,0,1,317
uncomfortable,533,0.0,0.009380863039399626,0.9906191369606003,0,5,528
slow,134,0.0,0.0,1.0,0,0,134
cooler,695,0.0,0.004316546762589928,0.99568345323741,0,3,692
Reasonable,104,0.0,0.0,1.0,0,0,104
solar,189,0.0,0.005291005291005291,0.9947089947089947,0,1,188
bridesmaid,109,0.0,0.0,1.0,0,0,109
humid,147,0.0,0.0,1.0,0,0,147
hardwood,176,0.0,0.0,1.0,0,0,176
center,139,0.0,0.0,1.0,0,0,139
dangle,122,0.0,0.0,1.0,0,0,122
Right,135,0.0,0.0,1.0,0,0,135
speedy,121,0.0,0.008264462809917356,0.9917355371900827,0,1,120
shaped,118,0.0,0.0,1.0,0,0,118
plus,647,0.0,0.0030911901081916537,0.9969088098918083,0,2,645
squat,314,0.0,0.0,1.0,0,0,314
crappy,194,0.0,0.010309278350515464,0.9896907216494846,0,2,192
newer,159,0.0,0.006289308176100629,0.9937106918238994,0,1,158
Huge,209,0.0,0.014354066985645933,0.9856459330143541,0,3,206
Strong,197,0.0,0.01015228426395939,0.9898477157360406,0,2,195
6th,103,0.0,0.0,1.0,0,0,103
Awful,136,0.0,0.0,1.0,0,0,136
Blue,121,0.0,0.008264462809917356,0.9917355371900827,0,1,120
Prompt,110,0.0,0.0,1.0,0,0,110
newborn,128,0.0,0.0078125,0.9921875,0,1,127
cloudy,114,0.0,0.0,1.0,0,0,114
possible,300,0.0,0.016666666666666666,0.9833333333333333,0,5,295
looser,643,0.0,0.006220839813374806,0.9937791601866252,0,4,639
inferior,121,0.0,0.0,1.0,0,0,121
reliable,136,0.0,0.029411764705882353,0.9705882352941176,0,4,132
teal,229,0.0,0.008733624454148471,0.9912663755458515,0,2,227
beaded,124,0.0,0.016129032258064516,0.9838709677419355,0,2,122
maxi,472,0.0,0.00211864406779661,0.9978813559322034,0,1,471
tactical,139,0.0,0.014388489208633094,0.9856115107913669,0,2,137
necessary,187,0.0,0.0,1.0,0,0,187
twin,148,0.0,0.006756756756756757,0.9932432432432432,0,1,147
med,125,0.0,0.008,0.992,0,1,124
Favorite,160,0.0,0.0,1.0,0,0,160
knit,129,0.0,0.05426356589147287,0.9457364341085271,0,7,122
curved,179,0.0,0.08379888268156424,0.9162011173184358,0,15,164
stray,104,0.0,0.0,1.0,0,0,104
side,118,0.0,0.00847457627118644,0.9915254237288136,0,1,117
ONLY,172,0.0,0.11627906976744186,0.8837209302325582,0,20,152
generous,291,0.0,0.01718213058419244,0.9828178694158075,0,5,286
Flattering,105,0.0,0.0,1.0,0,0,105
visible,328,0.0,0.006097560975609756,0.9939024390243902,0,2,326
ideal,202,0.0,0.0049504950495049506,0.995049504950495,0,1,201
sensory,169,0.0,0.0,1.0,0,0,169
prime,240,0.0,0.0,1.0,0,0,240
obvious,276,0.0,0.0036231884057971015,0.9963768115942029,0,1,275
awkward,590,0.0,0.003389830508474576,0.9966101694915255,0,2,588
pleasant,321,0.0,0.0,1.0,0,0,321
defective,360,0.0,0.016666666666666666,0.9833333333333333,0,6,354
lazy,139,0.0,0.007194244604316547,0.9928057553956835,0,1,138
false,348,0.0,0.0,1.0,0,0,348
grand,1094,0.0,0.008226691042047532,0.9917733089579525,0,9,1085
stupid,161,0.0,0.0,1.0,0,0,161
material,186,0.0,0.04838709677419355,0.9516129032258065,0,9,177
promotional,215,0.0,0.0,1.0,0,0,215
breezy,104,0.0,0.009615384615384616,0.9903846153846154,0,1,103
prompt,199,0.0,0.005025125628140704,0.9949748743718593,0,1,198
gag,116,0.0,0.0,1.0,0,0,116
maximum,112,0.0,0.008928571428571428,0.9910714285714286,0,1,111
plenty,111,0.0,0.009009009009009009,0.990990990990991,0,1,110
Quick,490,0.0,0.0,1.0,0,0,490
easier,151,0.0,0.0,1.0,0,0,151
Flimsy,118,0.0,0.00847457627118644,0.9915254237288136,0,1,117
surgical,335,0.0,0.023880597014925373,0.9761194029850746,0,8,327
suitable,183,0.0,0.00546448087431694,0.994535519125683,0,1,182
flowy,196,0.0,0.00510204081632653,0.9948979591836735,0,1,195
comparable,134,0.0,0.022388059701492536,0.9776119402985075,0,3,131
girly,113,0.0,0.0,1.0,0,0,113
clingy,143,0.0,0.0,1.0,0,0,143
booty,118,0.0,0.00847457627118644,0.9915254237288136,0,1,117
coolest,123,0.0,0.016260162601626018,0.983739837398374,0,2,121
Outstanding,124,0.0,0.008064516129032258,0.9919354838709677,0,1,123
wearable,126,0.0,0.015873015873015872,0.9841269841269841,0,2,124
wooden,338,0.0,0.011834319526627219,0.9881656804733728,0,4,334
elementary,113,0.0,0.008849557522123894,0.9911504424778761,0,1,112
cross,104,0.0,0.0,1.0,0,0,104
wee,163,0.0,0.006134969325153374,0.9938650306748467,0,1,162
Top,270,0.0,0.011111111111111112,0.9888888888888889,0,3,267
western,150,0.0,0.013333333333333334,0.9866666666666667,0,2,148
inner,1513,0.0,0.013218770654329148,0.9867812293456708,0,20,1493
attached,139,0.0,0.0,1.0,0,0,139
sterling,515,0.0,0.007766990291262136,0.9922330097087378,0,4,511
static,158,0.0,0.0,1.0,0,0,158
colder,452,0.0,0.0,1.0,0,0,452
deeper,133,0.0,0.05263157894736842,0.9473684210526315,0,7,126
Simple,264,0.0,0.022727272727272728,0.9772727272727273,0,6,258
Sturdy,318,0.0,0.0031446540880503146,0.9968553459119497,0,1,317
Many,712,0.0,0.0028089887640449437,0.9971910112359551,0,2,710
stronger,174,0.0,0.005747126436781609,0.9942528735632183,0,1,173
4th,302,0.0,0.009933774834437087,0.9900662251655629,0,3,299
primary,191,0.0,0.015706806282722512,0.9842931937172775,0,3,188
honest,4411,0.0,0.00022670596236681024,0.9997732940376332,0,1,4410
modest,450,0.0,0.008888888888888889,0.9911111111111112,0,4,446
Large,1180,0.0,0.015254237288135594,0.9847457627118644,0,18,1162
Wrong,207,0.0,0.0,1.0,0,0,207
Overall,623,0.0,0.014446227929373997,0.985553772070626,0,9,614
Attractive,135,0.0,0.022222222222222223,0.9777777777777777,0,3,132
Different,170,0.0,0.0058823529411764705,0.9941176470588236,0,1,169
significant,246,0.0,0.012195121951219513,0.9878048780487805,0,3,243
greater,114,0.0,0.008771929824561403,0.9912280701754386,0,1,113
limited,215,0.0,0.0,1.0,0,0,215
acceptable,102,0.0,0.0,1.0,0,0,102
popular,169,0.0,0.005917159763313609,0.9940828402366864,0,1,168
convenient,227,0.0,0.0,1.0,0,0,227
Terrible,648,0.0,0.004629629629629629,0.9953703703703703,0,3,645
public,205,0.0,0.00975609756097561,0.9902439024390244,0,2,203
senior,140,0.0,0.0,1.0,0,0,140
softest,228,0.0,0.03070175438596491,0.9692982456140351,0,7,221
High,1071,0.0,0.0018674136321195146,0.9981325863678805,0,2,1069
excess,451,0.0,0.013303769401330377,0.9866962305986696,0,6,445
wet,612,0.0,0.004901960784313725,0.9950980392156863,0,3,609
closer,197,0.0,0.0,1.0,0,0,197
Irish,101,0.0,0.0,1.0,0,0,101
immediate,129,0.0,0.0,1.0,0,0,129
sensitive,1260,0.0,0.0007936507936507937,0.9992063492063492,0,1,1259
junior,218,0.0,0.0,1.0,0,0,218
unbiased,800,0.0,0.0,1.0,0,0,800
messy,126,0.0,0.023809523809523808,0.9761904761904762,0,3,123
under,268,0.0,0.0037313432835820895,0.996268656716418,0,1,267
spare,333,0.0,0.018018018018018018,0.9819819819819819,0,6,327
rainy,288,0.0,0.0,1.0,0,0,288
gold,340,0.0,0.023529411764705882,0.9764705882352941,0,8,332
helpful,250,0.0,0.0,1.0,0,0,250
minimal,518,0.0,0.011583011583011582,0.9884169884169884,0,6,512
flattering,1706,0.0,0.0035169988276670576,0.9964830011723329,0,6,1700
seamless,153,0.0,0.006535947712418301,0.9934640522875817,0,1,152
further,161,0.0,0.0,1.0,0,0,161
moderate,224,0.0,0.0,1.0,0,0,224
superior,130,0.0,0.007692307692307693,0.9923076923076923,0,1,129
Solid,311,0.0,0.012861736334405145,0.9871382636655949,0,4,307
Only,523,0.0,0.14340344168260039,0.8565965583173997,0,75,448
crazy,413,0.0,0.004842615012106538,0.9951573849878934,0,2,411
Second,322,0.0,0.003105590062111801,0.9968944099378882,0,1,321
Weird,277,0.0,0.007220216606498195,0.9927797833935018,0,2,275
Long,207,0.0,0.01932367149758454,0.9806763285024155,0,4,203
outstanding,168,0.0,0.011904761904761904,0.9880952380952381,0,2,166
slender,231,0.0,0.012987012987012988,0.987012987012987,0,3,228
intended,126,0.0,0.047619047619047616,0.9523809523809523,0,6,120
visual,168,0.0,0.005952380952380952,0.9940476190476191,0,1,167
brief,119,0.0,0.01680672268907563,0.9831932773109243,0,2,117
vest,119,0.0,0.025210084033613446,0.9747899159663865,0,3,116
worse,136,0.0,0.007352941176470588,0.9926470588235294,0,1,135
Tight,102,0.0,0.0196078431372549,0.9803921568627451,0,2,100
informed,132,0.0,0.0,1.0,0,0,132
fourth,150,0.0,0.006666666666666667,0.9933333333333333,0,1,149
New,140,0.0,0.007142857142857143,0.9928571428571429,0,1,139
Stunning,111,0.0,0.02702702702702703,0.972972972972973,0,3,108
False,126,0.0,0.0,1.0,0,0,126
Complete,145,0.0,0.0,1.0,0,0,145
empty,136,0.0,0.0,1.0,0,0,136
fold,135,0.0,0.007407407407407408,0.9925925925925926,0,1,134
numerous,560,0.0,0.005357142857142857,0.9946428571428572,0,3,557
flip,876,0.0,0.00228310502283105,0.997716894977169,0,2,874
social,154,0.0,0.0,1.0,0,0,154
metallic,297,0.0,0.003367003367003367,0.9966329966329966,0,1,296
present,237,0.0,0.0,1.0,0,0,237
washable,201,0.0,0.0,1.0,0,0,201
organic,110,0.0,0.0,1.0,0,0,110
unexpected,164,0.0,0.018292682926829267,0.9817073170731707,0,3,161
sleek,254,0.0,0.0,1.0,0,0,254
Better,282,0.0,0.0,1.0,0,0,282
oncoming,111,0.0,0.0,1.0,0,0,111
/>These,642,0.0,0.04205607476635514,0.9579439252336449,0,27,615
smallest,757,0.0,0.001321003963011889,0.9986789960369881,0,1,756
broken,542,0.0,0.00922509225092251,0.9907749077490775,0,5,537
fabulous,264,0.0,0.003787878787878788,0.9962121212121212,0,1,263
Fabulous,109,0.0,0.0,1.0,0,0,109
horizontal,167,0.0,0.005988023952095809,0.9940119760479041,0,1,166
boxy,262,0.0,0.011450381679389313,0.9885496183206107,0,3,259
swollen,132,0.0,0.015151515151515152,0.9848484848484849,0,2,130
ample,316,0.0,0.0,1.0,0,0,316
frequent,199,0.0,0.005025125628140704,0.9949748743718593,0,1,198
/>This,101,0.0,0.039603960396039604,0.9603960396039604,0,4,97
narrow,1144,0.0,0.012237762237762238,0.9877622377622378,0,14,1130
magnifying,167,0.0,0.0,1.0,0,0,167
specific,573,0.0,0.006980802792321117,0.9930191972076788,0,4,569
secure,349,0.0,0.0057306590257879654,0.994269340974212,0,2,347
highest,395,0.0,0.005063291139240506,0.9949367088607595,0,2,393
tunic,476,0.0,0.0021008403361344537,0.9978991596638656,0,1,475
padded,313,0.0,0.022364217252396165,0.9776357827476039,0,7,306
arch,889,0.0,0.0011248593925759281,0.9988751406074241,0,1,888
interior,416,0.0,0.004807692307692308,0.9951923076923077,0,2,414
Fast,1549,0.0,0.0006455777921239509,0.9993544222078761,0,1,1548
grown,153,0.0,0.032679738562091505,0.9673202614379085,0,5,148
secret,138,0.0,0.014492753623188406,0.9855072463768116,0,2,136
slippery,185,0.0,0.016216216216216217,0.9837837837837838,0,3,182
